Language,Image,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4
YAML,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017260524856840435
SystemVerilog,,0,0,0,0,0,0,0,0,0,8.710549485851107e-06,1.1585030816181971e-05,0,1.9250314363730943e-05,2.0731107776325633e-05,2.142795173519372e-05,0.00012019674257898876,3.301298255137569e-05,2.4999277024392675e-05,4.0678266098924666e-05,1.9947158322599033e-05,4.4859329852133195e-05,1.1323714331606438e-05,1.1672136311040483e-05,1.3675562692786236e-05,1.0365553888162817e-05,1.1236608836747926e-05,0,0,8.797654980709616e-06,0.00019931913993551765,0.00031916816572602133,0.00019210302855072895,0.00021484790743841667,0.00045129463927551163,0.0004997420183322158,0.000611313735836968,0.00045522106524295276,0.0017221467377538156,0.0014987270839149002
Idris,,0,0,0,0,0,0,9.320287949860684e-06,3.391492636091813e-05,6.365197012025667e-05,4.420799353677194e-05,1.567898907453199e-05,4.2338345828899047e-05,2.3518483611797985e-05,3.553904190227251e-05,2.5086382519251185e-05,1.57660945693905e-05,1.2717402249342615e-05,1.8379259415145833e-05,1.1062397847030905e-05,3.571832821965221e-05,6.79184880724654e-05,6.689585451582898e-05,3.736862161456435e-05,2.7680460455232854e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCL,,0,0,0,0,0,0,0,0,0,0,9.668709929294728e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebol,,0,0,0,0,0,1.0191342898445794e-05,1.149792532132346e-05,0,1.3501351703069215e-05,0,0,1.4111090167078793e-05,1.2107663785333038e-05,1.65500440231171e-05,2.212479569406181e-05,3.0225606715903337e-05,1.785662644599477e-05,0.00012406511628705472,0,9.233182455002173e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YARA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5143084913503173e-05,3.875264463732599e-05,3.25245410348986e-05,3.875264463732599e-05,4.844080579665749e-05,5.0516840330799956e-05,6.551042307738442e-05,4.936348781183192e-05,4.844080579665749e-05,5.997433098633785e-05,4.521141874354699e-05,5.351555688011685e-05,4.267404320181731e-05
POV-Ray SDL,,0,0,0,0,0,0,0,5.904161975592578e-05,4.9168052856132104e-05,9.407393444719194e-06,3.644098571181495e-05,5.543811863017428e-05,0.00019685160928253518,0.00015469249149122514,0.00010865402595113795,6.165184633022758e-05,0.00013824794145568422,6.054846958199053e-05,5.422194429387177e-05,5.0286169827006346e-05,0.00015437397938163186,0.00010816984749665223,5.351555688011685e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal,,0,0,0,0,0,0,0,0,0,0,0,1.6985571497409656e-05,0.00025117118150398546,0.00042247337731152835,0.0006419814645274498,0.0010287849164329179,0.0009324131562415425,0.0009946794886304111,0.001152519465998234,0.0011283470518860935,0.0016874951174549327,0.0010365698825407015,0.0012947398048257781,0.0013291795760740153,0.0010404739364359608,0.0008163803997201053,0.0006701718437456307,0.0005594422332696569,0.00035361049712236164,0.0005817901498888211,0.000571701311636444,0.0004649085239552196,0.0006304805154855599,0.00033603345429289086,0.0002599362721465313,0.000413091821054415,0.00026857810853605244,0.00021565669967585555,8.493825102254903e-05
Objective-J,,0.00027832834111481597,0.00033793761067538815,0.0001348419610605113,0.0007774655463624589,0.0002610086239931411,0.0001758430518224667,0.00024088639183241753,0.00018528910484708403,0.0003940902949876882,0.000451420794208554,0.0002969151147291442,0.0002576404763124749,0.00010193082549186927,0.00010274328260493072,1.6724255012834123e-05,0.0002450218539375478,2.5173488014109698e-05,2.9267446272459717e-05,2.1776373714627765e-05,2.7438230880430985e-05,3.641009685085762e-05,1.785662644599477e-05,0.00010906238727430761,7.878452396827838e-05,0.00011906414300174112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PureScript,,0,0,0,0,0,0,0,1.4459512146512836e-05,3.9371683676047e-05,0.00030337366868633944,0.00047561959820574274,0.0007208748236979465,0.0013195413191936154,0.0012352060124679167,0.0010607641979042779,0.0012463401638625508,0.0011193238013344324,0.0013541735141993257,0.0013847204043760826,0.0013897513571925783,0.0016969149716795408,0.0010925629919300921,0.000516461371481529,0.0005776518311921584,0.0007528023131912013,0.00041657966178565664,0.00032194578328812904,0.00033724759045678437,0.00021853842458522977,0.0002918567437418052,7.17385266798118e-05,0.0001749507258676025,0.00024091762212268594,0.0001647358096512475,0.0006063472288365969,0.000706843538539792,0.0002262231186454563,0.00017067588644068595,4.936348781183192e-05
D,,0.00022055410071832612,0.00021519590391213536,0.0001271484518403069,0.00020774941887295397,0.00015266502000481065,0.0003989205282725185,0.0006001961639596307,0.0009260104415872148,0.0009259942806012783,0.001084144577021536,0.0008618910985075082,0.001145412768961007,0.0011234345112157177,0.0012397364783886602,0.0010875693134457796,0.001512326417888171,0.0011912211215432456,0.0008906254099903784,0.001112609372132591,0.0014121201103852628,0.0015320671295962441,0.001318991897147002,0.0009709965718430853,0.0011033798360246545,0.000696702771296335,0.0006082927281617045,0.0004914679403440269,0.00040175616912247814,0.0003272911943804526,0.0003882723999507243,0.0004104511483903226,0.0003043158265209504,0.0004019899326166564,0.0002375154560519782,0.0004277515713014755,0.00033018455533076165,0.00017335440785707794,7.295139842439767e-05,7.055275544411582e-05
KiCad Layout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.668709929294728e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATS,,0,0,0,0,0,0,0,0,1.2456085764767081e-05,2.2473217673495853e-05,3.083534517991292e-05,1.3501351703069215e-05,2.4389538560383098e-05,1.628872753854157e-05,1.96858418380235e-05,9.494498939577705e-06,1.9250314363730943e-05,2.952876275703525e-05,2.055689678660861e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich Text Format,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011281341779295548,0.00018935877448797092,0.0003269497723737512,5.008565954364386e-05,5.1218030976804506e-05,4.4859329852133195e-05,0.00013885404903277236,0.00012945616186715877,5.182776944081408e-05,4.0678266098924666e-05,2.961586825189376e-05,4.2507481490953395e-05
Lex,,0,0,0,0,0,9.146076960143662e-06,0,0,1.2630296754484104e-05,8.971865970426639e-06,0,0,0,0,1.2891613239059638e-05,2.4128222075807562e-05,1.0278448393304305e-05,0,0.00021923527884953043,4.4211174688400885e-05,1.89018923842969e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PowerBuilder,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.820504842542881e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UrWeb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.494498939577705e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLSL,,0,0,0,0,0,0,0,1.1759241805898992e-05,1.2630296754484104e-05,0,0,1.1149503341889415e-05,1.1410819826464949e-05,1.1585030816181971e-05,0,1.1672136311040483e-05,0,4.024273862463211e-05,9.765198635991188e-05,0.00010773359138183347,9.910928507382067e-05,0,0.0002916543584403325,3.4600575569041064e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agda,,1.1672136311040483e-05,1.4546617641371347e-05,2.4912171529534162e-05,1.0626870372738349e-05,1.236898026990857e-05,8.971865970426639e-06,2.952876275703525e-05,2.700270340613843e-05,2.0818213271184143e-05,2.8570602313591627e-05,2.6915597911279917e-05,3.38840374999608e-05,6.167069035982584e-05,2.308295613750543e-05,2.1253740745476698e-05,2.377980009637352e-05,1.5853200064249014e-05,4.7385389203030015e-05,2.7438230880430985e-05,1.2804507744201126e-05,1.1149503341889415e-05,0,0,3.5190619922838466e-05,4.268169248067042e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.93002641387026e-06,0
Gosu,,0,0,0,0,0,0,0,1.2630296754484104e-05,1.864057589972137e-05,1.57660945693905e-05,1.4633723136229859e-05,1.071397586759686e-05,1.0626870372738349e-05,0,0,0,0,0,0,1.550477808481497e-05,1.393687917736177e-05,0,1.7159782487126678e-05,1.541767258995646e-05,0,0,0,0,8.710549485851107e-06,0,0,0,0,0,0,0,0,0,0
Bison,,0,0,0,0,0,0,0,0,0,0,1.3327140713352193e-05,5.4296082302039095e-05,1.4982145115663902e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QMake,,0,0,0,0,0,0,0,0,0,0,0,9.494498939577705e-06,1.4198195661937302e-05,1.5940305559107523e-05,9.581604434436217e-06,1.0191342898445794e-05,2.2908745147788407e-05,0,0,0,0,0,1.7508204466560723e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CartoCSS,,0,0,0,0,0,0,0,0,0,1.149792532132346e-05,0,1.8466364910004346e-05,1.646293852825859e-05,1.986005282774052e-05,1.4023984672220281e-05,9.05897146528515e-06,0,0,9.320287949860684e-06,1.4111090167078793e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.465085504495863e-05,1.3501351703069215e-05,0,0,4.259458698581191e-05,2.1602162724910743e-05,1.5243461600239436e-05,0,0,2.2473217673495853e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scala,,0.003437851595179194,0.0035589674843144146,0.00386987166346643,0.005983084119629972,0.005635642098707571,0.007401409932934811,0.010140296239505454,0.012111867395125802,0.012624641237681235,0.015502543281894553,0.016545437816287988,0.021178819629333136,0.023245939459208425,0.0260319844338593,0.026120754406007533,0.031093159564081773,0.030943592517213934,0.030241693504361483,0.0323986961899776,0.03318818689646664,0.036597204412574275,0.029798125886296736,0.025976002964167653,0.025841658042462134,0.019953173674163643,0.019056747977889015,0.017126296320055377,0.018782668642937712,0.012916216142474667,0.020860581455898565,0.019048632497750895,0.021692865392546383,0.02217827150071607,0.01834723333708413,0.02151197040262453,0.02087844399939085,0.023939313776858977,0.016690666837510762,0.012816218474843735
NCL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93002641387026e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vala,,7.16007167736961e-05,6.951018489709182e-05,4.747249469788853e-05,0.0002203879460760646,0.0005085065109929882,0.0009898376898887068,0.0007359807229853468,0.0009207054918030587,0.0007432884458467675,0.0008342356062434589,0.0007088736818215532,0.001178625547362,0.0014756009324440522,0.0009573899615654529,0.0009795812131390361,0.0014244243073075356,0.0010835795214371197,0.0013292804065040682,0.0011006437809203463,0.0013398139379549108,0.0025323034668775675,0.001990791258697515,0.0018558119515202551,0.0019623760144521427,0.0014330341917016738,0.0012256502746141095,0.0014525777517328078,0.0013477621793358736,0.0007407756385615253,0.0010521411440113028,0.000998373706400646,0.0012905275186871437,0.0014308374266525186,0.0009085215187569125,0.0009758233794382372,0.0008879298242809265,0.000768901233357118,0.0009742275322604723,0.0007038680378215592
PLpgSQL,,3.484219794340443e-05,5.243750790482366e-05,0.0001424206267714095,0.00020655242622322876,5.7838048586051344e-05,9.963455309593796e-05,0.00015840844137008113,0.00045714883811076286,0.0007166708773565655,0.0011424942615133609,0.0008534646504648304,0.00107299432307701,0.001507799728903973,0.0016337645630578475,0.0017122809983729152,0.0016300688950192704,0.0021817226798522965,0.0023334008527859345,0.0019609597133070185,0.0018850853333852694,0.002025240955276495,0.0021829455753020416,0.001815887083049979,0.0015029172284040842,0.0013242561812351172,0.0013926349678536312,0.001114803630259032,0.0012694120530860786,0.0009294620455022971,0.0008125532806022058,0.0011943146257456807,0.0009011694377982318,0.0008773453570234534,0.0007182692019395734,0.0007872922281701187,0.0008168124007088123,0.0006464899433483538,0.0006998773456060808,0.0006398313167090792
Nunjucks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005302987799721751
Groff,,1.4633723136229859e-05,9.84292091901175e-06,8.733828132778776e-05,0.00020211954108656833,1.3849773682503259e-05,4.3378536439538505e-05,0.00015502842806961768,0.00020689030963873833,7.639176187108961e-05,0.0002393714974694982,0.00027625098547022156,0.0005232607718198148,0.0011028880811033827,0.0011156294763939316,0.0013559037751130346,0.001309787300929741,0.001133480871514759,0.0011609759010527984,0.0011843379146537437,0.00024412975600814857,4.220291585916786e-05,2.3528391386947925e-05,3.090984750834335e-05,0,0,2.3067050379360712e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Gherkin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072232254017804,0.0008660907999861602,0.0008482210025330168,0.000571854908040143,0.0007343305880005428,0.00037863285725285665,0.0003492367677645197,0.000284975466321381,0.00041879763267375426,0.00023801572865507161,0.00031006390505305536,0.0004349317084768752,0.0003093337480148822,0.00025411864685684647,0.00022352425783280676,0.00022219399406776027,0.0002589889335828249,0.0002790240709085681,0.0002164108755448045,0.00013174997286216774
Limbo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3067050379360712e-05,0,0,0,0,1.7769520951136256e-05,2.1079529755759675e-05,1.541767258995646e-05,0,1.5330567095097946e-05,2.2821639652929898e-05,1.7508204466560723e-05,1.73339934768437e-05,1.2543191259625592e-05,1.6898466002551146e-05,0,0,0,0,0,0,0,0,0,0
DCPU-16 ASM,,6.727963348344451e-05,0.00010917800042850099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoonScript,,0,0,0,0,0,0,0,2.5783226478119275e-05,0,0,0,0,2.1689268219769252e-05,2.8135074839299072e-05,0,3.1532189138781e-05,2.5783226478119275e-05,2.064400228146712e-05,2.299585064264692e-05,0,1.1149503341889415e-05,0,0,0,1.1236608836747926e-05,0,0,9.93002641387026e-06,0,0,0,0,0,0,0,0,0,0,0
Stata,,0,0,0,0,0,0,0,0,1.1323714331606438e-05,1.89018923842969e-05,2.055689678660861e-05,4.843065514133215e-05,7.064255633025247e-05,3.632299135599911e-05,1.7769520951136256e-05,3.057402869533738e-05,1.977294733288201e-05,3.1532189138781e-05,3.0225606715903337e-05,2.9964290231327805e-05,0.00014049955833396043,0.00010908772989993461,2.0382685796891588e-05,1.864057589972137e-05,1.2194769280191549e-05,1.550477808481497e-05,2.473796053981714e-05,1.7682415456277746e-05,0,8.971865970426639e-06,1.0452659383021328e-05,1.4285301156795814e-05,0,1.4198195661937302e-05,0,1.803083743571179e-05,9.84292091901175e-06,1.73339934768437e-05,0
XProc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05897146528515e-06,0,0,0,1.1410819826464949e-05,2.5609015488402253e-05,0,0,0,9.146076960143662e-06,0,1.0017131908728771e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan,,0,0,0,0,0,9.320287949860684e-06,0,1.8814786889438388e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MQL4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0104237403587283e-05,0,1.4546617641371347e-05,0,9.320287949860684e-06,0,1.8466364910004346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brightscript,,7.098937343686861e-05,0,0,0,0,1.3588457197927725e-05,0.00023710268363181112,0.00016559542477635324,0,1.0278448393304305e-05,0,0,0,1.1236608836747926e-05,0,0,1.3240035218493681e-05,1.0365553888162817e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pony,,0,0.00012206486611699883,2.2908745147788407e-05,1.4023984672220281e-05,1.6027411053966036e-05,0,0,0,0,0,0,0,0,0,0,0,4.661134752445335e-05,0,9.93002641387026e-06,0,1.65500440231171e-05,0,0,0,0,0,0,0,0,8.710549485851107e-06,0,0,0,0,0,0,0,0,0
Component Pascal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1410819826464949e-05,0.0001059824632741476,9.320287949860684e-06,0,1.3675562692786236e-05,1.3065824228776659e-05,9.581604434436217e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTLR,,0,0,0,0,0,0,0,0,0,0,0,0,1.2717402249342615e-05,4.106889313014889e-05,2.0905318766042656e-05,0,1.0626870372738349e-05,1.8553470404862856e-05,2.4999277024392675e-05,1.0801081362455371e-05,0,0,0,0,0,0,0,1.1672136311040483e-05,0,0,0,0,0,0,0,0,0,0,0
API Blueprint,,0,0,0,0,0,0.00010534219362101864,1.5940305559107523e-05,1.8553470404862856e-05,1.9598736343164988e-05,1.785662644599477e-05,0,2.055689678660861e-05,2.708980890099694e-05,5.339566834826728e-05,0.00015966368764338973,0.0002741822612695844,0.00022315690611490518,0.00015759716715909778,0.0001226762477584173,0.00012350267343686449,2.9180340777601204e-05,0.0001583640861862429,0.00012333976466885176,0.00011288394025212256,0.00025163820129924094,9.97104266314042e-05,1.5156356105380925e-05,1.1323714331606438e-05,0,0,0,0,0,0,0,0,0,0,0
Swift,,2.9756494989375315e-05,3.2063200027311386e-05,3.4831246072834674e-05,7.156089165829044e-05,0.0004269081295263124,0.00023295358257321186,0.0009452060435938218,0.001009212948575839,0.00598107180563732,0.011058197770188434,0.014372325616613387,0.02286983200946911,0.033539462058170405,0.043896417433032034,0.059070782675435,0.07204894582544813,0.07248227608783729,0.06645974047828161,0.06640597321562292,0.06249027320375594,0.06762952519752041,0.04576176437827757,0.04338429971950372,0.04690587897053995,0.036134008670907686,0.03331590948627063,0.030630065530910165,0.03014267377756498,0.023152004019283752,0.02647339634159286,0.024526184441344814,0.02246785666159065,0.024214345510731816,0.01990919235594109,0.018025804882439742,0.017178270869062512,0.015211352675466885,0.014583917617221437,0.011780653752234008
TypeScript,,0.0002668006686231954,0.00024324855139551437,0.0007757677266874909,0.0011776437933460485,0.0018087919101233579,0.002386555730064257,0.0035364617780473118,0.005369164286367818,0.007355100090846258,0.010258941672275005,0.009977024484711902,0.014146758514210479,0.021108029844653743,0.023637112936880502,0.028432048181248615,0.0417464535649881,0.056152675627850604,0.06629078809818771,0.07642974889495169,0.08982885415153988,0.11819878645874515,0.09642993920509241,0.09284381581525554,0.11693392692605006,0.09559308809199143,0.09218798958091887,0.09179660185669486,0.10055499240516005,0.06804357218638629,0.10099223159607831,0.1025018534963649,0.11024720525329312,0.12386012701042495,0.11010363977319101,0.10250775716757268,0.096449431322164,0.10971013142971585,0.08657207848661289,0.09032275342064691
HCL,,0,0,0,0,0,0,0,0,0,0,0,0.0001407147847994505,0.0006760094794531374,0.000553031366178465,0.0005037805683704421,0.0007515616268516322,0.0008051353150021217,0.000977770683030746,0.0009530434131409716,0.0007819293156112847,0.002704642151983252,0.0019365656373837034,0.0014996779932878945,0.0017618151168050462,0.001115492208809373,0.000817843581669416,0.0005373886253256281,0.0007671759887541406,0.00036842936879641716,0.0005036305505579794,0.0005833402965107149,0.0006321814133749139,0.0005494191824196644,0.00047874399238583416,0.0005422842517771476,0.0007510626393812472,0.0007196146761285629,0.001156919645205607,0.0009894902840697668
Common Workflow Language,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79929972835639e-05,0,9.407393444719194e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Oz,,0,0,0,0,0,0,0,1.0801081362455371e-05,1.9163208868872433e-05,0,1.1933452795616015e-05,0,0,0,0,0,0,0,9.668709929294728e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,,9.114806893044717e-05,7.143323240750007e-05,7.54852284942353e-05,0.00021919665337046543,0.00027947515156749256,0.0004315710761489025,0.00041500176672054677,0.0007351823319636313,0.0008652787931685451,0.001028768818765863,0.0005624312984520193,0.0009529515317280007,0.0011627309762545595,0.0009491013496055281,0.0017184120590216225,0.0018005205069901943,0.0017743233504665676,0.0013395638049040438,0.0015745146029784117,0.001485254507613208,0.0014911061518320893,0.0011711053502535761,0.0011344507483532673,0.001624262362246197,0.001061259304011432,0.001201154923822756,0.0006917540119164602,0.0006700774642039179,0.0005282368826297146,0.0006254426776969474,0.0008784449357838872,0.0006687393763448301,0.0005908848691146109,0.0005172556970500778,0.0005997905056431969,0.0005703511359192857,0.0005096483129562454,0.00048485878484871815,0.000585666262186542
Lasso,,0,0,0,0,0,0,0,0,0,0,1.2456085764767081e-05,9.233182455002173e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ren'Py,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010356843338676965,1.1672136311040483e-05,0,0,0,1.2194769280191549e-05,1.8553470404862856e-05,9.407393444719194e-06,1.0278448393304305e-05,9.581604434436217e-06,0,0,0,0,0,0,3.38840374999608e-05,0,0,0,0,0,0,0,0
Batchfile,,0,0,0,0,0,1.9337419858589456e-05,1.977294733288201e-05,2.4825066034675653e-05,3.8239312242886357e-05,4.912749910020024e-05,0.00016365536613665693,0.00017253053610167887,0.00048268832604546704,0.0006650469170434133,0.0007888391826403253,0.000920401490243724,0.00096228783925714,0.0009167602764087782,0.0009912033696546092,0.001278556670029098,0.0009578036350670679,0.0005214404381771512,0.0004903732400698111,0.0005314797975509808,0.00038347770267627406,0.000456955162956923,0.0004739999961616133,0.0003531700429386371,0.0002304330688513499,0.000274828517852081,0.0003177634809823686,0.00019929210289380475,0.00019413685149892015,0.00014404929777924258,0.00013594683546154274,0.00012147918827582597,0.00011804824684393317,0.0001480062962120908,0.0002366016962570028
MQL5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4912171529534162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Objective-C++,,0,0.0017702579608803641,0.00047620943061690455,0.0006465914125379391,0.00026296540784190303,0.00035370002691813144,0.0003236513645191709,0.0003104532216138722,0.002197265887193206,0.00048142189578545704,0.0005733193571435739,0.0011641951323086985,0.0012478632492887263,0.002275694452734471,0.0012766508125509404,0.0013729167124892526,0.0018558028844820513,0.0017579792561924048,0.0015810998134435223,0.001988530047435938,0.0013184019338535393,0.0006300886670692485,0.0006427997193540765,0.0006884988203056308,0.00036418115252794594,0.00027129231691261623,0.0003378587384135093,0.00023263619234648446,0.0002195869633811758,0.0004000266985871414,0.0004658586016266364,0.0003513054672215828,0.0002878728094977249,0.00028839358388122214,0.00023295410952723446,0.0002155945098068916,0.00022211164504168637,0.00030517918618801025,2.6757778440058424e-05
Erlang,,0.0016857931858427393,0.001628227056971568,0.0018327553294684824,0.002130539804630974,0.002172155123518388,0.002557268431156636,0.0029719736977180883,0.0035455556008178223,0.00372396956219476,0.0035284181907132535,0.004083307082990671,0.004784877843542089,0.0058683635886045155,0.006641432387165809,0.006673635130971716,0.0070763368717223175,0.006655485111180943,0.006131222076069998,0.005758401929502217,0.005901077908685557,0.00533257162978468,0.004265459257128484,0.004027531307477593,0.004140140998610272,0.0038754372269128503,0.003704119735918675,0.0030461793100862353,0.0023945679098697566,0.0018891828133091506,0.0023195919902898546,0.0022555658851192775,0.0020146961765180422,0.002060479087142221,0.0019223427811596154,0.0020951783675576775,0.002414340768095353,0.0021194458362921082,0.0019649365582077682,0.0018175895338552375
Ada,,1.0452659383021328e-05,0,0,1.8466364910004346e-05,4.834354964647364e-05,1.8379259415145833e-05,1.7421098971702214e-05,3.46679869536874e-05,4.050405510920764e-05,4.024273862463211e-05,3.641009685085762e-05,3.2751666066800156e-05,5.017276503850237e-05,6.0277002442089654e-05,8.440522451789722e-05,0.0001671189908559322,0.00013222614119521979,8.126942670299082e-05,8.849918277624724e-05,0.00022139871257483107,0.0001575738401990465,9.224471905516321e-05,0.00012700005438388452,0.0001223011901090122,9.416103994205046e-05,6.428385520558116e-05,7.830783987780144e-05,0.00012270937419423948,4.843065514133215e-05,8.518917397162382e-05,9.449355616333979e-05,6.123516288553327e-05,6.193200684440136e-05,5.0346976028219396e-05,7.16878222685546e-05,8.157129694349821e-05,3.553904190227251e-05,4.442380237784064e-05,5.025987053336088e-05
Papyrus,,0,0,0,0,0,0,0,0,0,0,0,1.7595309961419233e-05,0,0.00010303152423198718,2.7786652859865027e-05,2.5957437467836295e-05,3.336140453080974e-05,9.05897146528515e-06,0,0,4.9040393605341725e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arc,,0,0,0,0,0,0,0,0,8.971865970426639e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05897146528515e-06,0,0,0,0,1.8727681394579878e-05,0,0,0,0,0,0,0,0,0,0,0
Factor,,9.935725710140835e-05,0.00035237334350581007,3.501640893312145e-05,0.00016618459052126166,0.00015075108158478382,2.5783226478119275e-05,0.00010356843338676965,1.89018923842969e-05,4.050405510920764e-05,1.8292153920287323e-05,0.00016284131532875957,9.233182455002173e-06,3.7542468284018266e-05,0.00015631949201033078,1.480793412594688e-05,0.00013378767650131128,3.719404630458422e-05,2.5957437467836295e-05,4.998264829064063e-05,0,0,0,0,0.00011695256706282758,0,3.1532189138781e-05,1.0278448393304305e-05,3.257745507708314e-05,8.710549485851107e-06,2.8483496818733117e-05,1.9163208868872433e-05,2.2037690199203298e-05,2.3605589106656498e-05,1.1236608836747926e-05,5.2263296915106634e-05,3.9110367191471466e-05,8.710549485851107e-06,0,3.1532189138781e-05
mIRC Script,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81179429305703e-05
Propeller Spin,,0,0,0,0,0,0,0,0,1.5243461600239436e-05,2.952876275703525e-05,0,1.2630296754484104e-05,9.93002641387026e-06,1.0017131908728771e-05,2.6480070436987362e-05,1.1846347300757504e-05,1.0626870372738349e-05,8.710549485851107e-06,0,0,0,0,0,0,0,9.496254165183726e-05,1.8292153920287323e-05,1.8727681394579878e-05,1.73339934768437e-05,0.00011208177281557373,0,0,0,0,0,0,0,0,0
PigLatin,,0,0,0,0,0,0,0,0,0.00017277220734141172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcl,,2.7264019890713963e-05,1.707267699226817e-05,1.724688798198519e-05,3.2664560571941647e-05,3.9981422140056576e-05,3.501640893312145e-05,0.0001414719726070715,0.00013620206714197284,6.193200684440136e-05,0.00018556158503131665,0.0002850249058623747,0.0003900534542905128,0.00035889028661802776,0.0003669114378395558,0.00031227258581626095,0.0003901378400994553,0.0007767931193205475,0.0007626112197599754,0.00037424028850507803,0.0003808197549945033,0.0002383016305074192,0.00020428469771287621,0.00017614948057919792,0.00034822893436291296,8.139390480215225e-05,0.0002252201523168163,7.986160576305595e-05,7.543372286773368e-05,9.189469220291127e-05,6.404541398284676e-05,5.531871585867552e-05,6.0459591351185994e-05,0.00013461149689373086,5.2594283280625335e-05,6.463747395276558e-05,6.744264972241638e-05,6.191940367797328e-05,6.307605878865797e-05,4.103824714936697e-05
